DateTime,holiday,weather,temperature,humidity,windspeed,cnt
1/3/2011 1:00,0,1,-1.542340833,-0.970450425,1.862039955,2
1/3/2011 4:00,0,1,-1.750072479,-0.814953479,1.618456954,1
1/3/2011 5:00,0,1,-1.750072479,-0.814953479,0.764281666,3
1/3/2011 6:00,0,1,-1.853938302,-0.659456533,1.618456954,30
1/3/2011 7:00,0,1,-1.853938302,-0.659456533,0.031897878,64
1/3/2011 8:00,0,1,-1.853938302,-0.659456533,0.764281666,154
1/3/2011 9:00,0,1,-1.750072479,-1.02228274,1.618456954,88
1/3/2011 10:00,0,1,-1.646206656,-1.02228274,0.519881272,44
1/3/2011 11:00,0,1,-1.542340833,-1.177779686,1.13047356,51
1/3/2011 12:00,0,1,-1.43847501,-1.436941263,0.886073166,61
1/3/2011 13:00,0,1,-1.334609187,-1.436941263,0.764281666,61
1/3/2011 14:00,0,1,-1.230743364,-1.69610284,0.764281666,77
1/3/2011 15:00,0,1,-1.230743364,-1.69610284,0.519881272,72
1/3/2011 16:00,0,1,-1.230743364,-1.69610284,0.519881272,76
1/3/2011 17:00,0,1,-1.334609187,-1.69610284,0.276298272,157
1/3/2011 18:00,0,1,-1.334609187,-1.592438209,-0.699668517,157
1/3/2011 19:00,0,1,-1.542340833,-0.814953479,-1.553843805,110
1/3/2011 20:00,0,1,-1.542340833,-0.814953479,-0.699668517,52
1/3/2011 21:00,0,1,-1.646206656,0.066195882,-0.456085516,52
1/3/2011 22:00,0,1,-1.853938302,0.325357459,-0.456085516,20
1/3/2011 23:00,0,1,-1.646206656,-0.400294956,-0.699668517,12
1/4/2011 0:00,0,1,-1.750072479,-0.400294956,-0.699668517,5
1/4/2011 1:00,0,1,-1.750072479,-0.192965694,-0.699668517,2
1/4/2011 2:00,0,1,-1.853938302,0.014363567,-0.456085516,1
1/4/2011 4:00,0,1,-1.853938302,0.014363567,-0.821460018,2
1/4/2011 5:00,0,1,-1.957804125,0.273525144,-0.699668517,4
1/4/2011 6:00,0,1,-1.957804125,0.584519036,-0.699668517,36
1/4/2011 7:00,0,1,-1.957804125,0.584519036,-0.456085516,94
1/4/2011 8:00,0,1,-1.853938302,0.325357459,-0.211685123,179
1/4/2011 9:00,0,1,-1.750072479,0.066195882,0.276298272,100
1/4/2011 10:00,0,2,-1.750072479,0.325357459,1.13047356,42
1/4/2011 11:00,0,1,-1.43847501,-0.607624217,0.886073166,57
1/4/2011 12:00,0,1,-1.43847501,-0.607624217,-0.211685123,78
1/4/2011 13:00,0,1,-1.334609187,-0.34846264,0.031897878,97
1/4/2011 14:00,0,1,-1.230743364,-0.555791902,0.276298272,63
1/4/2011 15:00,0,1,-1.126877541,-0.555791902,0.519881272,65
1/4/2011 16:00,0,1,-1.023011718,-0.711288848,0.519881272,83
1/4/2011 17:00,0,1,-1.126877541,-0.763121163,0.276298272,212
1/4/2011 18:00,0,1,-1.230743364,-0.763121163,0.031897878,182
1/4/2011 19:00,0,1,-1.334609187,-0.763121163,-0.699668517,112
1/4/2011 20:00,0,1,-1.334609187,-0.763121163,-0.699668517,54
1/4/2011 21:00,0,1,-1.43847501,0.066195882,-1.553843805,48
1/4/2011 22:00,0,1,-1.43847501,0.066195882,-0.821460018,35
1/4/2011 23:00,0,1,-1.542340833,0.325357459,-0.821460018,11
1/5/2011 0:00,0,1,-1.542340833,0.066195882,-1.553843805,6
1/5/2011 1:00,0,1,-1.750072479,0.584519036,-0.821460018,6
1/5/2011 2:00,0,1,-1.750072479,0.584519036,-0.821460018,2
1/5/2011 4:00,0,1,-1.334609187,-0.763121163,0.276298272,2
1/5/2011 5:00,0,1,-1.43847501,-0.814953479,-0.211685123,3
1/5/2011 6:00,0,1,-1.542340833,-0.814953479,0.276298272,33
1/5/2011 7:00,0,1,-1.646206656,-1.02228274,0.031897878,88
1/5/2011 8:00,0,1,-1.542340833,-1.177779686,0.886073166,195
1/5/2011 9:00,0,1,-1.43847501,-1.333276632,1.13047356,115
1/5/2011 10:00,0,1,-1.43847501,-1.333276632,1.13047356,57
1/5/2011 11:00,0,1,-1.230743364,-1.540605894,1.13047356,46
1/5/2011 12:00,0,1,-1.230743364,-1.540605894,1.13047356,79
1/5/2011 13:00,0,1,-1.126877541,-1.69610284,0.886073166,71
1/5/2011 14:00,0,1,-1.023011718,-1.79976747,0.031897878,62
1/5/2011 15:00,0,1,-1.023011718,-1.79976747,0.031897878,62
1/5/2011 16:00,0,1,-1.023011718,-1.79976747,-0.821460018,89
1/5/2011 17:00,0,1,-1.334609187,-1.281444317,0.031897878,190
1/5/2011 18:00,0,1,-1.334609187,-1.281444317,-0.456085516,169
1/5/2011 19:00,0,1,-1.334609187,-1.281444317,-0.699668517,132
1/5/2011 20:00,0,1,-1.43847501,-0.814953479,-0.211685123,89
1/5/2011 21:00,0,1,-1.542340833,-0.607624217,0.031897878,43
1/5/2011 22:00,0,1,-1.646206656,-0.400294956,-0.456085516,42
1/5/2011 23:00,0,1,-1.542340833,-0.814953479,-1.553843805,19
1/6/2011 0:00,0,1,-1.646206656,-0.400294956,-1.553843805,11
1/6/2011 1:00,0,1,-1.750072479,0.066195882,-1.553843805,4
1/6/2011 2:00,0,1,-1.750072479,0.066195882,-1.553843805,2
1/6/2011 4:00,0,2,-1.750072479,0.066195882,-0.821460018,1
1/6/2011 5:00,0,2,-1.853938302,0.325357459,-0.821460018,4
1/6/2011 6:00,0,2,-1.853938302,0.014363567,-0.699668517,36
1/6/2011 7:00,0,2,-1.750072479,-0.192965694,-1.553843805,95
1/6/2011 8:00,0,1,-1.750072479,-0.192965694,-1.553843805,219
1/6/2011 9:00,0,2,-1.646206656,-0.607624217,-1.553843805,122
1/6/2011 10:00,0,1,-1.542340833,-0.814953479,-1.553843805,45
1/6/2011 11:00,0,1,-1.43847501,-0.970450425,-0.821460018,59
1/6/2011 12:00,0,1,-1.230743364,-1.436941263,-1.553843805,84
1/6/2011 13:00,0,1,-1.230743364,-1.436941263,-0.699668517,67
1/6/2011 14:00,0,1,-1.126877541,-1.385108948,-0.211685123,70
1/6/2011 15:00,0,1,-1.126877541,-1.385108948,-1.553843805,62
1/6/2011 16:00,0,1,-1.230743364,-1.281444317,-0.211685123,86
1/6/2011 17:00,0,1,-1.43847501,-0.607624217,-0.211685123,172
1/6/2011 18:00,0,1,-1.43847501,-0.607624217,-0.456085516,163
1/6/2011 19:00,0,1,-1.43847501,-0.400294956,-0.821460018,112
1/6/2011 20:00,0,1,-1.542340833,-0.607624217,-0.211685123,69
1/6/2011 21:00,0,2,-1.43847501,-0.400294956,0.276298272,48
1/6/2011 22:00,0,2,-1.43847501,-0.607624217,0.764281666,52
1/6/2011 23:00,0,2,-1.542340833,-0.192965694,0.031897878,23
1/7/2011 0:00,0,2,-1.542340833,0.066195882,0.031897878,17
1/7/2011 1:00,0,2,-1.542340833,0.325357459,0.276298272,7
1/7/2011 2:00,0,2,-1.542340833,0.325357459,0.276298272,1
1/7/2011 4:00,0,2,-1.542340833,0.325357459,-0.456085516,1
1/7/2011 5:00,0,3,-1.43847501,-0.400294956,-1.553843805,5
1/7/2011 6:00,0,2,-1.542340833,0.325357459,-1.553843805,34
1/7/2011 7:00,0,1,-1.542340833,0.325357459,-0.456085516,84
1/7/2011 8:00,0,1,-1.542340833,-0.607624217,0.519881272,210
1/7/2011 9:00,0,1,-1.542340833,-0.814953479,0.886073166,134
1/7/2011 10:00,0,1,-1.43847501,-1.333276632,1.13047356,63
1/7/2011 11:00,0,2,-1.542340833,-1.177779686,0.276298272,67
1/7/2011 12:00,0,2,-1.542340833,-1.333276632,0.519881272,59
1/7/2011 13:00,0,2,-1.542340833,-1.333276632,0.764281666,73
1/7/2011 14:00,0,2,-1.542340833,-1.177779686,0.519881272,50
1/7/2011 15:00,0,2,-1.542340833,-1.333276632,-0.211685123,72
1/7/2011 16:00,0,2,-1.542340833,-1.333276632,-0.211685123,87
1/7/2011 17:00,0,2,-1.542340833,-1.333276632,-1.553843805,187
1/7/2011 18:00,0,1,-1.542340833,-1.177779686,-0.821460018,123
1/7/2011 19:00,0,1,-1.750072479,-0.400294956,-0.821460018,95
1/7/2011 20:00,0,1,-1.646206656,-0.814953479,-0.699668517,51
1/7/2011 21:00,0,1,-1.646206656,-0.814953479,-0.456085516,39
1/7/2011 22:00,0,2,-1.646206656,-1.02228274,-0.211685123,36
1/7/2011 23:00,0,2,-1.646206656,-0.607624217,-0.211685123,15
1/8/2011 0:00,0,2,-1.646206656,-0.607624217,-0.211685123,25
1/8/2011 1:00,0,2,-1.646206656,-0.400294956,-0.821460018,16
1/8/2011 2:00,0,2,-1.646206656,-0.400294956,-1.553843805,16
1/8/2011 3:00,0,3,-1.646206656,-0.400294956,-0.211685123,7
1/8/2011 4:00,0,3,-1.646206656,-0.400294956,-0.211685123,1
1/8/2011 5:00,0,2,-1.750072479,0.584519036,-0.211685123,5
1/8/2011 6:00,0,2,-1.750072479,0.584519036,-0.211685123,2
1/8/2011 7:00,0,2,-1.750072479,0.584519036,-0.699668517,9
1/8/2011 8:00,0,3,-1.750072479,1.569333028,-0.699668517,15
1/8/2011 9:00,0,3,-1.750072479,1.569333028,-0.699668517,20
1/8/2011 10:00,0,2,-1.646206656,0.895512928,-0.211685123,61
1/8/2011 11:00,0,2,-1.542340833,0.325357459,1.618456954,62
1/8/2011 12:00,0,2,-1.542340833,-0.192965694,1.374056561,98
1/8/2011 13:00,0,1,-1.542340833,-0.970450425,1.13047356,102
1/8/2011 14:00,0,1,-1.542340833,-1.592438209,2.47181485,95
1/8/2011 15:00,0,1,-1.542340833,-1.592438209,2.106440348,74
1/8/2011 16:00,0,1,-1.646206656,-1.747935155,2.106440348,76
1/8/2011 17:00,0,1,-1.750072479,-1.333276632,2.959798244,69
1/8/2011 18:00,0,1,-1.853938302,-1.229612001,0.886073166,55
1/8/2011 19:00,0,1,-1.853938302,-1.385108948,0.519881272,30
1/8/2011 20:00,0,1,-1.957804125,-1.385108948,0.519881272,28
1/8/2011 21:00,0,1,-1.957804125,-1.229612001,1.374056561,37
1/8/2011 22:00,0,1,-1.957804125,-1.385108948,1.618456954,34
1/8/2011 23:00,0,1,-2.061669948,-1.229612001,2.106440348,22
1/9/2011 0:00,0,1,-2.061669948,-1.074115055,1.618456954,25
1/9/2011 1:00,0,1,-2.061669948,-1.074115055,2.228231849,12
1/9/2011 2:00,0,1,-2.061669948,-0.866785794,2.228231849,11
1/9/2011 3:00,0,1,-2.061669948,-0.866785794,1.862039955,4
1/9/2011 4:00,0,1,-2.165535771,-0.503959587,0.031897878,1
1/9/2011 5:00,0,1,-2.165535771,-0.503959587,0.031897878,1
1/9/2011 6:00,0,1,-2.061669948,-0.711288848,0.764281666,1
1/9/2011 7:00,0,1,-2.165535771,-0.503959587,0.031897878,6
1/9/2011 8:00,0,1,-2.061669948,-0.711288848,0.764281666,10
1/9/2011 9:00,0,1,-1.957804125,-0.866785794,2.716215243,19
1/9/2011 10:00,0,1,-1.853938302,-1.02228274,1.618456954,49
1/9/2011 11:00,0,1,-1.750072479,-1.177779686,2.716215243,49
1/9/2011 12:00,0,1,-1.646206656,-1.333276632,2.106440348,83
1/9/2011 13:00,0,1,-1.542340833,-1.488773578,2.106440348,75
1/9/2011 14:00,0,1,-1.43847501,-1.592438209,2.228231849,72
1/9/2011 15:00,0,1,-1.43847501,-1.436941263,1.374056561,82
1/9/2011 16:00,0,1,-1.542340833,-1.488773578,2.106440348,92
1/9/2011 17:00,0,1,-1.646206656,-1.333276632,1.618456954,62
1/9/2011 18:00,0,1,-1.750072479,-1.177779686,1.13047356,48
1/9/2011 19:00,0,1,-1.750072479,-1.02228274,1.13047356,41
1/9/2011 20:00,0,1,-1.853938302,-0.866785794,0.519881272,38
1/9/2011 21:00,0,1,-1.853938302,-0.866785794,1.862039955,20
1/9/2011 22:00,0,1,-1.853938302,-0.866785794,0.886073166,15
1/9/2011 23:00,0,1,-1.957804125,-0.659456533,0.031897878,6
1/10/2011 0:00,0,1,-1.957804125,-0.659456533,0.764281666,5
1/10/2011 1:00,0,1,-1.957804125,-0.659456533,0.764281666,1
1/10/2011 2:00,0,1,-1.957804125,-0.659456533,0.276298272,3
1/10/2011 3:00,0,1,-1.957804125,-0.659456533,0.276298272,1
1/10/2011 4:00,0,1,-2.061669948,-0.452127271,-0.456085516,3
1/10/2011 5:00,0,1,-2.061669948,-0.452127271,0.519881272,3
1/10/2011 6:00,0,1,-1.957804125,-0.659456533,0.764281666,31
1/10/2011 7:00,0,1,-1.957804125,-0.659456533,0.276298272,77
1/10/2011 8:00,0,2,-1.957804125,-0.659456533,0.764281666,188
1/10/2011 9:00,0,2,-1.853938302,-0.659456533,0.519881272,94
1/10/2011 10:00,0,2,-1.853938302,-0.659456533,0.886073166,31
1/10/2011 11:00,0,2,-1.750072479,-0.814953479,0.764281666,30
1/10/2011 12:00,0,2,-1.542340833,-1.177779686,0.764281666,52
1/10/2011 13:00,0,2,-1.542340833,-1.177779686,0.764281666,54
1/10/2011 14:00,0,2,-1.542340833,-1.177779686,0.276298272,47
1/10/2011 15:00,0,2,-1.542340833,-1.177779686,0.276298272,45
1/10/2011 16:00,0,1,-1.542340833,-1.177779686,-0.456085516,74
1/10/2011 17:00,0,1,-1.542340833,-1.177779686,-0.699668517,178
1/10/2011 18:00,0,1,-1.542340833,-1.177779686,0.276298272,155
1/10/2011 19:00,0,1,-1.750072479,-0.814953479,-0.211685123,95
1/10/2011 20:00,0,1,-1.750072479,-0.659456533,-0.211685123,74
1/10/2011 21:00,0,1,-1.853938302,-0.192965694,0.031897878,38
1/10/2011 22:00,0,1,-1.853938302,-0.192965694,-0.211685123,24
1/10/2011 23:00,0,1,-1.853938302,-0.192965694,-0.211685123,18
1/11/2011 0:00,0,1,-1.853938302,-0.192965694,-0.699668517,12
1/11/2011 1:00,0,1,-1.853938302,-0.192965694,-0.211685123,3
1/11/2011 2:00,0,2,-1.750072479,-0.400294956,0.031897878,3
1/11/2011 5:00,0,2,-1.750072479,-0.400294956,-0.456085516,6
1/11/2011 6:00,0,2,-1.750072479,-0.400294956,-0.456085516,27
1/11/2011 7:00,0,2,-1.750072479,-0.400294956,-1.553843805,99
1/11/2011 8:00,0,2,-1.646206656,-0.607624217,-0.821460018,217
1/11/2011 9:00,0,2,-1.646206656,-0.607624217,-0.211685123,130
1/11/2011 10:00,0,2,-1.542340833,-0.607624217,-0.211685123,54
1/11/2011 11:00,0,2,-1.542340833,-0.814953479,-0.456085516,35
1/11/2011 12:00,0,2,-1.542340833,-0.607624217,-0.699668517,57
1/11/2011 13:00,0,2,-1.542340833,-0.192965694,-0.821460018,52
1/11/2011 14:00,0,2,-1.542340833,-0.192965694,-0.821460018,63
1/11/2011 15:00,0,2,-1.750072479,0.895512928,-0.821460018,47
1/11/2011 16:00,0,2,-1.750072479,1.20650682,0.276298272,76
1/11/2011 17:00,0,2,-1.750072479,1.20650682,0.276298272,136
1/11/2011 18:00,0,3,-1.750072479,1.569333028,-0.699668517,95
1/11/2011 19:00,0,3,-1.750072479,1.569333028,-1.553843805,51
1/11/2011 20:00,0,3,-1.750072479,1.569333028,0.031897878,32
1/11/2011 21:00,0,3,-1.750072479,1.20650682,-0.821460018,20
1/11/2011 22:00,0,3,-1.750072479,1.569333028,-0.699668517,29
1/11/2011 23:00,0,3,-1.750072479,1.569333028,-0.821460018,19
1/12/2011 0:00,0,2,-1.750072479,1.20650682,-0.821460018,7
1/12/2011 1:00,0,2,-1.750072479,1.20650682,-0.699668517,6
1/12/2011 2:00,0,1,-1.853938302,1.20650682,-0.456085516,1
1/12/2011 5:00,0,1,-1.853938302,1.20650682,-0.211685123,5
1/12/2011 6:00,0,1,-1.957804125,1.569333028,-0.456085516,16
1/12/2011 7:00,0,1,-1.853938302,0.325357459,-0.456085516,54
1/12/2011 8:00,0,1,-1.750072479,-0.192965694,-0.211685123,128
1/12/2011 9:00,0,1,-1.750072479,-0.192965694,1.13047356,81
1/12/2011 10:00,0,1,-1.646206656,-0.400294956,0.276298272,39
1/12/2011 11:00,0,1,-1.542340833,-0.607624217,1.618456954,35
1/12/2011 12:00,0,1,-1.542340833,-0.814953479,3.204198637,55
1/12/2011 13:00,0,1,-1.43847501,-0.970450425,1.374056561,49
1/12/2011 14:00,0,1,-1.542340833,-0.814953479,1.13047356,44
1/12/2011 15:00,0,1,-1.542340833,-0.814953479,1.862039955,49
1/12/2011 16:00,0,1,-1.43847501,-0.970450425,1.13047356,68
1/12/2011 17:00,0,1,-1.542340833,-0.814953479,1.374056561,139
1/12/2011 18:00,0,1,-1.542340833,-0.814953479,2.716215243,137
1/12/2011 19:00,0,1,-1.646206656,-0.814953479,1.862039955,83
1/12/2011 20:00,0,1,-1.750072479,-0.659456533,1.13047356,56
1/12/2011 21:00,0,1,-1.750072479,-0.400294956,1.13047356,57
1/12/2011 22:00,0,1,-1.750072479,-0.400294956,2.106440348,33
1/12/2011 23:00,0,1,-1.853938302,-0.192965694,1.862039955,20
1/13/2011 0:00,0,1,-1.853938302,-0.192965694,0.764281666,7
1/13/2011 1:00,0,1,-1.853938302,-0.659456533,0.764281666,2
1/13/2011 2:00,0,1,-1.853938302,-0.659456533,1.374056561,2
1/13/2011 3:00,0,1,-1.853938302,-0.659456533,1.13047356,3
1/13/2011 4:00,0,1,-1.853938302,-0.659456533,0.519881272,4
1/13/2011 5:00,0,1,-1.853938302,-0.659456533,0.886073166,3
1/13/2011 6:00,0,1,-1.957804125,-0.452127271,-0.456085516,28
1/13/2011 7:00,0,1,-1.957804125,-0.452127271,-0.456085516,72
1/13/2011 8:00,0,1,-1.853938302,-0.659456533,0.031897878,202
1/13/2011 9:00,0,1,-1.853938302,-0.659456533,1.13047356,139
1/13/2011 10:00,0,2,-1.750072479,-0.659456533,1.374056561,38
1/13/2011 11:00,0,2,-1.542340833,-0.970450425,2.106440348,37
1/13/2011 12:00,0,1,-1.542340833,-0.970450425,1.862039955,52
1/13/2011 13:00,0,1,-1.43847501,-1.125947371,2.106440348,83
1/13/2011 14:00,0,1,-1.43847501,-1.125947371,1.618456954,42
1/13/2011 15:00,0,1,-1.334609187,-1.281444317,0.886073166,60
1/13/2011 16:00,0,1,-1.334609187,-1.281444317,1.374056561,78
1/13/2011 17:00,0,1,-1.542340833,-1.177779686,0.764281666,162
1/13/2011 18:00,0,1,-1.542340833,-1.177779686,1.13047356,144
1/13/2011 19:00,0,1,-1.750072479,-0.814953479,0.519881272,99
1/13/2011 20:00,0,1,-1.750072479,-0.814953479,0.276298272,64
1/13/2011 21:00,0,1,-1.853938302,-0.866785794,0.886073166,40
1/13/2011 22:00,0,1,-1.853938302,-0.866785794,1.13047356,30
1/13/2011 23:00,0,1,-1.957804125,-0.659456533,0.031897878,15
1/14/2011 0:00,0,1,-1.957804125,-0.659456533,0.031897878,14
1/14/2011 1:00,0,1,-2.061669948,-0.452127271,-0.211685123,5
1/14/2011 2:00,0,1,-2.061669948,-0.452127271,-0.456085516,1
1/14/2011 3:00,0,1,-2.061669948,-0.452127271,-0.699668517,1
1/14/2011 5:00,0,1,-2.061669948,-0.452127271,-0.821460018,8
1/14/2011 6:00,0,1,-2.061669948,-0.452127271,-1.553843805,17
1/14/2011 7:00,0,1,-2.061669948,0.584519036,-0.211685123,70
1/14/2011 8:00,0,1,-1.957804125,0.273525144,-1.553843805,158
1/14/2011 9:00,0,1,-1.853938302,0.325357459,-0.456085516,117
1/14/2011 10:00,0,1,-1.646206656,-0.400294956,0.031897878,44
1/14/2011 11:00,0,1,-1.646206656,-0.607624217,0.764281666,53
1/14/2011 12:00,0,1,-1.542340833,-0.970450425,0.519881272,61
1/14/2011 13:00,0,1,-1.43847501,-1.333276632,1.618456954,77
1/14/2011 14:00,0,1,-1.43847501,-1.125947371,0.764281666,64
1/14/2011 15:00,0,1,-1.334609187,-1.281444317,-0.211685123,68
1/14/2011 16:00,0,1,-1.43847501,-1.125947371,-0.699668517,90
1/14/2011 17:00,0,1,-1.43847501,-1.125947371,-0.211685123,159
1/14/2011 18:00,0,1,-1.542340833,-0.814953479,-1.553843805,139
1/14/2011 19:00,0,1,-1.750072479,-0.192965694,-0.821460018,92
1/14/2011 20:00,0,1,-1.646206656,-0.192965694,-1.553843805,68
1/14/2011 21:00,0,1,-1.750072479,0.325357459,-1.553843805,52
1/14/2011 22:00,0,2,-1.750072479,0.325357459,-1.553843805,36
1/14/2011 23:00,0,2,-1.646206656,-0.400294956,-1.553843805,27
1/15/2011 0:00,0,1,-1.646206656,-0.400294956,-1.553843805,28
1/15/2011 1:00,0,2,-1.750072479,-0.192965694,-0.821460018,20
1/15/2011 2:00,0,2,-1.750072479,-0.192965694,-0.821460018,12
1/15/2011 3:00,0,2,-1.750072479,-0.192965694,-1.553843805,8
1/15/2011 4:00,0,2,-1.750072479,-0.192965694,-1.553843805,5
1/15/2011 5:00,0,1,-1.750072479,-0.192965694,-1.553843805,1
1/15/2011 6:00,0,1,-1.853938302,0.014363567,-0.699668517,3
1/15/2011 7:00,0,1,-1.853938302,0.014363567,-1.553843805,10
1/15/2011 8:00,0,1,-1.853938302,0.014363567,-0.456085516,23
1/15/2011 9:00,0,1,-1.750072479,0.066195882,-0.456085516,33
1/15/2011 10:00,0,1,-1.646206656,-0.192965694,-0.211685123,59
1/15/2011 11:00,0,1,-1.542340833,-0.400294956,0.276298272,72
1/15/2011 12:00,0,1,-1.334609187,-0.763121163,0.276298272,89
1/15/2011 13:00,0,1,-1.126877541,-1.281444317,0.886073166,101
1/15/2011 14:00,0,1,-1.023011718,-1.229612001,0.764281666,118
1/15/2011 15:00,0,2,-0.919145895,-1.385108948,0.031897878,129
1/15/2011 16:00,0,2,-0.815280072,-1.488773578,0.031897878,128
1/15/2011 17:00,0,2,-0.919145895,-1.385108948,0.764281666,83
1/15/2011 18:00,0,2,-1.023011718,-0.918618109,0.519881272,84
1/15/2011 19:00,0,2,-0.919145895,-1.229612001,0.519881272,74
1/15/2011 20:00,0,2,-0.919145895,-1.229612001,0.519881272,41
1/15/2011 21:00,0,2,-0.919145895,-1.229612001,0.276298272,57
1/15/2011 22:00,0,2,-1.023011718,-1.074115055,-0.699668517,26
1/15/2011 23:00,0,1,-1.023011718,-0.918618109,0.764281666,44
1/16/2011 0:00,0,1,-1.230743364,-0.34846264,-1.553843805,39
1/16/2011 1:00,0,1,-1.230743364,-0.34846264,-0.456085516,23
1/16/2011 2:00,0,1,-1.230743364,-0.34846264,-0.821460018,16
1/16/2011 3:00,0,1,-1.43847501,0.325357459,-1.553843805,15
1/16/2011 4:00,0,1,-1.230743364,-0.34846264,-0.211685123,1
1/16/2011 5:00,0,2,-1.230743364,-0.34846264,-0.211685123,2
1/16/2011 6:00,0,2,-1.230743364,-0.34846264,-0.211685123,1
1/16/2011 7:00,0,2,-1.334609187,-0.34846264,0.886073166,3
1/16/2011 8:00,0,1,-1.43847501,-0.400294956,0.764281666,18
1/16/2011 9:00,0,1,-1.43847501,-0.607624217,0.519881272,32
1/16/2011 10:00,0,1,-1.43847501,-0.607624217,0.764281666,79
1/16/2011 11:00,0,1,-1.334609187,-0.970450425,0.519881272,93
1/16/2011 12:00,0,1,-1.334609187,-1.125947371,0.764281666,104
1/16/2011 13:00,0,1,-1.230743364,-1.436941263,0.886073166,118
1/16/2011 14:00,0,1,-1.126877541,-1.385108948,0.519881272,91
1/16/2011 15:00,0,1,-1.230743364,-1.281444317,0.519881272,113
1/16/2011 16:00,0,1,-1.334609187,-1.281444317,0.276298272,99
1/16/2011 17:00,0,1,-1.43847501,-1.333276632,0.519881272,105
1/16/2011 18:00,0,1,-1.542340833,-1.177779686,-0.211685123,67
1/16/2011 19:00,0,1,-1.646206656,-0.814953479,-0.456085516,61
1/16/2011 20:00,0,1,-1.646206656,-0.814953479,-0.211685123,57
1/16/2011 21:00,0,1,-1.646206656,-0.607624217,-0.211685123,28
1/16/2011 22:00,0,2,-1.542340833,-0.711288848,-0.456085516,21
1/16/2011 23:00,0,2,-1.542340833,-1.177779686,-0.699668517,18
1/17/2011 0:00,1,2,-1.542340833,-0.814953479,0.276298272,17
1/17/2011 1:00,1,2,-1.542340833,-0.970450425,0.031897878,16
1/17/2011 2:00,1,2,-1.646206656,-1.02228274,0.519881272,8
