Date,Stock,Adj Close,High,Low,Volume
2019-01-11,GME,3.832469702,4.012499809,3.942500114,9679200
2019-01-11,GOOGL,53.2234993,53.66849899,52.82149887,30864000
2019-01-11,TSLA,23.15066719,23.22733307,22.58466721,75586500
2019-01-14,AMC,13.06046677,14.26000023,13.80000019,1414200
2019-01-14,BBBY,14.25288868,15.61999989,14.84000015,12257000
2019-01-14,GME,3.781692505,4.034999847,3.892499924,14443600
2019-01-14,GOOGL,52.57550049,52.92250061,52.42750168,28490000
2019-01-14,TSLA,22.29333305,22.83333206,22.26666641,78709500
2019-01-15,AMC,13.22684097,14.44999981,13.97000027,646600
2019-01-15,BBBY,13.94627476,15.47000027,14.59000015,10156900
2019-01-15,GME,3.755094767,3.910000086,3.797499895,8912800
2019-01-15,GOOGL,54.32550049,54.41350174,52.72200012,37518000
2019-01-15,TSLA,22.96199989,23.25333214,22.29999924,90849000
2019-01-16,AMC,13.03273773,14.60000038,14.03999996,960100
2019-01-16,BBBY,13.82548809,15.13000011,14.73999977,7356400
2019-01-16,GME,3.791364431,3.972500086,3.845000029,7970400
2019-01-16,GOOGL,54.4754982,55.11800003,54.40050125,38280000
2019-01-16,TSLA,23.06999969,23.46666718,22.89999962,70375500
2019-01-17,AMC,13.04197884,14.46000004,14.09000015,828300
2019-01-17,BBBY,13.55603981,14.81999969,14.43999958,10001300
2019-01-17,GME,3.813126087,3.957499981,3.825000048,6972000
2019-01-17,GOOGL,54.95600128,55.03499985,54.1629982,24896000
2019-01-17,TSLA,23.15399933,23.43333244,22.94333267,55150500
2019-01-18,AMC,13.3654871,14.56000042,14.15999985,953800
2019-01-18,BBBY,13.68611717,14.85999966,14.35999966,11434100
2019-01-18,GME,3.851813555,4.224999905,3.970000029,34188800
2019-01-18,GOOGL,55.36500168,55.90000153,54.9640007,44892000
2019-01-18,TSLA,20.15066719,21.80866623,19.98200035,362262000
2019-01-22,AMC,12.48739529,14.02999973,13.39999962,1595300
2019-01-22,BBBY,13.68611717,14.82999992,14.60000038,6522500
2019-01-22,GME,3.692228079,3.974999905,3.789999962,12754800
2019-01-22,GOOGL,53.93149948,54.94850159,53.54449844,39632000
2019-01-22,TSLA,19.9279995,20.53333282,19.70000076,181000500
2019-01-23,AMC,12.74620247,14.39999962,13.56999969,1480600
2019-01-23,BBBY,13.43525219,14.86999989,14.30000019,6105000
2019-01-23,GME,3.743005037,3.892499924,3.782500029,7348000
2019-01-23,GOOGL,54.22050095,54.64749908,53.37850189,25194000
2019-01-23,TSLA,19.17266655,19.63333321,18.77933311,187950000
2019-01-24,AMC,13.1713829,14.27000046,13.73999977,593400
2019-01-24,BBBY,13.64895248,14.85000038,14.38000011,6818100
2019-01-24,GME,3.820379972,3.950000048,3.859999895,5128000
2019-01-24,GOOGL,54.20000076,54.40000153,53.50099945,29114000
2019-01-24,TSLA,19.43400002,19.57866669,18.6186676,120183000
2019-01-25,AMC,12.94954967,14.5,13.92000008,772600
2019-01-25,BBBY,13.75115776,14.81999969,14.65999985,6772000
2019-01-25,GME,3.844559431,4.014999866,3.932499886,7660400
2019-01-25,GOOGL,55.07550049,55.16799927,54.59000015,23260000
2019-01-25,TSLA,19.80266762,19.90133286,19.30333328,108744000
2019-01-28,AMC,12.94954967,14.17000008,13.88000011,689000
2019-01-28,BBBY,13.71399212,15.18000031,14.68999958,6780900
2019-01-28,GME,3.74784112,3.94749999,3.747499943,11939600
2019-01-28,GOOGL,53.99300003,54.66849899,53.73049927,29334000
2019-01-28,TSLA,19.75866699,19.8306675,19.18333244,96349500
2019-01-29,AMC,13.11592388,14.31999969,14,620700
2019-01-29,BBBY,13.65824318,14.93000031,14.51000023,4412300
2019-01-29,GME,2.7274611,3.125,2.777499914,131481200
2019-01-29,GOOGL,53.50299835,54.23649979,53.30099869,19704000
2019-01-29,TSLA,19.8306675,19.90399933,19.4533329,69325500
2019-01-30,AMC,13.0512228,14.35000038,13.93999958,546000
2019-01-30,BBBY,13.62107754,14.75,14.21000004,4162500
2019-01-30,GME,2.708117247,2.842499971,2.777499914,24604000
2019-01-30,GOOGL,54.8995018,54.97600174,53.83200073,29452000
2019-01-30,TSLA,20.58466721,20.60000038,19.89933205,168754500
2019-01-31,AMC,13.54110527,14.68999958,14.17000008,905800
2019-01-31,BBBY,14.02060509,15.10000038,14.47000027,8147200
2019-01-31,GME,2.74196887,2.882499933,2.775000095,24198400
2019-01-31,GOOGL,56.29449844,56.38349915,55.26250076,40232000
2019-01-31,TSLA,20.46800041,20.77066612,19.60000038,188538000
2019-02-01,AMC,13.11592388,14.52000046,13.96000004,1268900
2019-02-01,BBBY,13.7976141,15.39999962,14.77999973,5137100
2019-02-01,GME,2.717789173,2.857500076,2.795000076,13909600
2019-02-01,GOOGL,55.93099976,56.72000122,55.71250153,33116000
2019-02-01,TSLA,20.81399918,21.07333374,20.23333359,109251000
2019-02-04,AMC,13.26381397,14.46000004,14.02000046,858800
2019-02-04,BBBY,14.10422707,15.18000031,14.81000042,3631100
2019-02-04,GME,2.749222755,2.869999886,2.75,17086000
2019-02-04,GOOGL,57.07099915,57.11700058,55.87549973,78408000
2019-02-04,TSLA,20.85933304,21.02000046,20.12533379,110281500
2019-02-05,AMC,13.00500774,14.59000015,13.89000034,1184500
2019-02-05,BBBY,14.41084194,15.59000015,15.07999992,4178200
2019-02-05,GME,2.850777149,2.952500105,2.837500095,17084400
2019-02-05,GOOGL,57.59349823,57.63850021,56.18000031,82296000
2019-02-05,TSLA,21.42333221,21.49600029,20.81666756,101142000
2019-02-06,AMC,12.74620247,14.10000038,13.75,1019500
2019-02-06,BBBY,14.43871498,15.72999954,15.40999985,4591100
2019-02-06,GME,2.783074379,2.924999952,2.849999905,13918400
2019-02-06,GOOGL,56.14450073,57.70000076,55.91799927,48256000
2019-02-06,TSLA,21.14800072,21.61599922,21.04133224,75577500
2019-02-07,AMC,12.31177616,13.75,13.22000027,1494900
2019-02-07,BBBY,14.25288868,15.60000038,15.14999962,3803600
2019-02-07,GME,2.773402452,2.897500038,2.807499886,8084400
2019-02-07,GOOGL,55.29550171,55.59949875,54.67950058,38298000
2019-02-07,TSLA,20.50066757,20.97999954,20.20000076,97809000
2019-02-08,AMC,12.68150043,13.73999977,13.27999973,634300
2019-02-08,BBBY,14.32721901,15.5,15.11999989,3503100
2019-02-08,GME,2.744386911,2.872499943,2.827500105,7204800
2019-02-08,GOOGL,55.11899948,55.25500107,54.7120018,21766000
2019-02-08,TSLA,20.38666725,20.49666786,19.89999962,87663000
2019-02-11,AMC,12.17313004,13.78999996,12.97999954,1696300
2019-02-11,BBBY,14.26217937,15.59000015,14.94999981,5501200
2019-02-11,GME,2.732296944,2.847500086,2.789999962,7674400
2019-02-11,GOOGL,55.10599899,55.67150116,55,18498000
2019-02-11,TSLA,20.8560009,21.23999977,20.70000076,106945500
2019-02-12,AMC,12.25631809,13.35999966,12.81999969,2302400
2019-02-12,BBBY,14.69887066,16.03000069,15.42000008,6288500
2019-02-12,GME,2.792746067,2.897500038,2.825000048,10712000
2019-02-12,GOOGL,56.37900162,56.64300156,55.55049896,35036000
2019-02-12,TSLA,20.78733253,21.21266747,20.64133263,82764000
2019-02-13,AMC,12.48739529,13.51000023,13.14999962,1515300
2019-02-13,BBBY,15.10768986,16.32999992,15.86999989,4413600
2019-02-13,GME,2.773402452,2.9375,2.845000029,8531200
2019-02-13,GOOGL,56.43149948,57.14250183,56.29999924,28042000
2019-02-13,TSLA,20.54466629,20.85000038,20.37133217,77124000
2019-02-14,AMC,12.61679745,14,13.35999966,1173500
2019-02-14,BBBY,15.47934341,17.15999985,15.98999977,10931400
2019-02-14,GME,2.739550829,2.855000019,2.809999943,9874000
2019-02-14,GOOGL,56.45999908,56.80649948,55.85449982,21106000
2019-02-14,TSLA,20.25133324,20.45133209,20.06666756,78012000
2019-02-15,AMC,12.74620247,14.14000034,13.64999962,1017300
2019-02-15,BBBY,15.7209177,16.94000053,16.57999992,6778100
2019-02-15,GME,2.763730526,2.859999895,2.819999933,8847200
2019-02-15,GOOGL,55.98149872,56.96500015,55.83599854,27826000
2019-02-15,TSLA,20.5253334,20.53333282,20.26000023,58573500
2019-02-19,AMC,12.20086002,13.85999966,13.18000031,2049200
2019-02-19,BBBY,15.58154678,17.03000069,16.70999908,3660800
2019-02-19,GME,2.708117247,2.867500067,2.782500029,13222400
2019-02-19,GOOGL,56.32550049,56.48199844,55.83200073,21980000
2019-02-19,TSLA,20.37599945,20.76933289,20.36466789,62526000
2019-02-20,AMC,12.63528538,13.88000011,13.25,1771600
2019-02-20,BBBY,15.69304276,16.97999954,16.73999977,2515800
2019-02-20,GME,2.708117247,2.825000048,2.787499905,11842000
2019-02-20,GOOGL,56.02949905,56.54650116,55.58750153,24090000
2019-02-20,TSLA,20.17066765,20.42000008,19.93333244,107131500
2019-02-21,AMC,12.66301346,13.89000034,13.56999969,733000
2019-02-21,BBBY,15.40501118,16.95999908,16.5,2609800
2019-02-21,GME,2.667011976,2.82249999,2.752500057,9956800
2019-02-21,GOOGL,55.21049881,55.95750046,54.89899826,33272000
2019-02-21,TSLA,19.41533279,20.2159996,19.36666679,133638000
2019-02-22,AMC,12.82014561,14.31999969,13.76000023,1002000
2019-02-22,BBBY,15.63729572,16.84000015,16.45999908,2533500
2019-02-22,GME,2.749222755,2.845000029,2.755000114,12998000
2019-02-22,GOOGL,55.82799911,55.86249924,55.02500153,29436000
2019-02-22,TSLA,19.64733315,19.76666641,19.47333336,86109000
2019-02-25,AMC,12.60755539,14.15999985,13.64000034,1358900
2019-02-25,BBBY,15.64658833,17.03000069,16.70000076,3198600
2019-02-25,GME,2.792746067,2.950000048,2.845000029,14378000
2019-02-25,GOOGL,55.86650085,56.27000046,55.70550156,26208000
2019-02-25,TSLA,19.91799927,20.19333267,19.79999924,99397500
2019-02-26,AMC,12.5336113,13.78999996,13.07999992,1943000
2019-02-26,BBBY,15.40501118,16.89999962,16.55999947,2623300
2019-02-26,GME,2.814507723,2.92750001,2.875,8632000
2019-02-26,GOOGL,56.1004982,56.3219986,55.33499908,35026000
2019-02-26,TSLA,19.85733223,20.13400078,19.25133324,128737500
2019-02-27,AMC,12.82014561,14.05000019,13.46000004,1390300
2019-02-27,BBBY,15.34926605,16.73999977,16.45000076,2478700
2019-02-27,GME,2.821761608,2.982500076,2.904999971,13589200
2019-02-27,GOOGL,56.14450073,56.28649902,55.4280014,22092000
2019-02-27,TSLA,20.98266792,21.08666611,20.03666687,167758500
2019-02-28,AMC,12.9680357,14.38000011,13.88000011,2173500
2019-02-28,BBBY,15.54438114,16.77000046,16.21999931,3378600
2019-02-28,GME,2.829015493,2.964999914,2.897500038,11280800
2019-02-28,GOOGL,56.32749939,56.69950104,55.92050171,27422000
2019-02-28,TSLA,21.32533264,21.33333206,20.72066689,157810500
2019-03-01,AMC,14.78892136,16.5,15.19999981,10045800
2019-03-01,BBBY,15.50721836,17.14999962,16.45999908,3525500
2019-03-01,GME,2.841105223,3.002500057,2.9375,7604800
2019-03-01,GOOGL,57.42599869,57.5,56.54999924,34086000
2019-03-01,TSLA,19.65266609,20.47533226,19.45999908,343671000
2019-03-04,AMC,14.32676697,16.14999962,15.06000042,3460700
2019-03-04,BBBY,14.68028927,16.28000069,15.52999973,7186800
2019-03-04,GME,2.797581911,2.962500095,2.867500067,8914400
2019-03-04,GOOGL,57.67100143,58.27600098,56.91249847,35490000
2019-03-04,TSLA,19.02400017,19.93333244,18.85199928,256452000
2019-03-05,AMC,14.43768406,15.89000034,15.25,2112500
2019-03-05,BBBY,14.5595026,16.02000046,15.43000031,3405000
2019-03-05,GME,2.804836035,3.025000095,2.839999914,22151600
2019-03-05,GOOGL,58.45949936,58.82450104,57.65100098,40094000
2019-03-05,TSLA,18.43600082,18.93333244,18.00666618,281470500
2019-03-06,AMC,13.98477364,15.75,15.06999969,1571500
2019-03-06,BBBY,14.43871498,15.89999962,15.51000023,2619700
2019-03-06,GME,2.795164108,2.967499971,2.890000105,13251600
2019-03-06,GOOGL,58.24700165,58.73699951,58.15250015,23602000
2019-03-06,TSLA,18.41600037,18.76733208,18.29266739,155032500
2019-03-07,AMC,13.6797514,15.18999958,14.68000031,1149000
2019-03-07,BBBY,14.3458004,15.57999992,15.27999973,3481000
2019-03-07,GME,2.802417994,2.914999962,2.859999895,7245600
2019-03-07,GOOGL,57.54249954,58.17900085,57.08549881,30086000
2019-03-07,TSLA,18.43933296,18.97999954,18.28333282,141637500
2019-03-08,AMC,13.79218769,14.73999977,14.35999966,867300
2019-03-08,BBBY,13.89981842,15.30000019,14.89999962,4397200
2019-03-08,GME,2.652504444,2.805000067,2.6875,24686400
2019-03-08,GOOGL,57.49850082,57.67250061,56.50999832,23694000
2019-03-08,TSLA,18.94266701,19.03933334,18.39266777,132294000
2019-03-11,AMC,13.72659969,15.03999996,14.55000019,1357800
2019-03-11,BBBY,14.15068245,15.23999977,14.93999958,4687800
2019-03-11,GME,2.722625256,2.819999933,2.722500086,10814400
2019-03-11,GOOGL,58.96300125,58.99549866,57.57849884,30032000
2019-03-11,TSLA,19.39466667,19.41866684,18.70000076,110884500
2019-03-12,AMC,13.51109695,14.73999977,14.36999989,1016600
2019-03-12,BBBY,14.47587967,15.60999966,15.10999966,4460600
2019-03-12,GME,2.773402452,2.887500048,2.807499886,8659600
2019-03-12,GOOGL,59.86249924,60.28549957,59.11500168,42220000
2019-03-12,TSLA,18.89066696,19.20466614,18.7373333,112561500
2019-03-13,AMC,13.5204668,14.75,14.27000046,1285800
2019-03-13,BBBY,14.48517323,15.68000031,15.38000011,4359200
2019-03-13,GME,2.799999952,2.910000086,2.867500067,8766400
2019-03-13,GOOGL,59.95299911,60.35599899,59.89550018,25888000
2019-03-13,TSLA,19.26399994,19.4659996,18.84666634,102670500
2019-03-14,AMC,13.56731415,14.60999966,14.14999962,1093500
2019-03-14,BBBY,14.05333805,15.47000027,14.93000031,3323200
2019-03-14,GME,2.737499952,2.835000038,2.724999905,11358400
2019-03-14,GOOGL,59.62649918,60.23500061,59.56150055,27302000
2019-03-14,TSLA,19.3306675,19.69266701,19.21933365,106551000
2019-03-15,AMC,13.5860548,14.73999977,14.42000008,1761300
2019-03-15,BBBY,13.4055891,15.14999962,14.25,7198400
2019-03-15,GME,2.765000105,2.779999971,2.724999905,14149600
2019-03-15,GOOGL,59.51499939,60.08599854,59.3504982,51886000
2019-03-15,TSLA,18.36199951,18.91466713,18.29333305,221782500
2019-03-18,AMC,14.05453873,15.02999973,14.38000011,3239200
2019-03-18,BBBY,13.14273453,14.48999977,13.92000008,5817700
2019-03-18,GME,2.767499924,2.792500019,2.744999886,9804800
2019-03-18,GOOGL,59.42750168,59.74750137,59.07400131,24442000
2019-03-18,TSLA,17.9659996,18.53666687,17.81999969,154215000
2019-03-19,AMC,13.82029724,15.22999954,14.61999989,1136800
2019-03-19,BBBY,13.11457157,14.18000031,13.86999989,4123700
2019-03-19,GME,2.74000001,2.809999943,2.724999905,12359600
2019-03-19,GOOGL,60.1230011,60.17050171,59.47299957,29788000
2019-03-19,TSLA,17.83133316,18.21999931,17.56399918,177009000
2019-03-20,AMC,14.01706028,15.14999962,14.68999958,1302900
2019-03-20,BBBY,12.76722813,13.97000027,13.46000004,4380600
2019-03-20,GME,2.625,2.74000001,2.599999905,16415600
2019-03-20,GOOGL,61.32149887,61.49950027,59.97949982,41508000
2019-03-20,TSLA,18.23999977,18.33133316,17.75333214,103623000
2019-03-21,AMC,14.44806671,15.59000015,14.94999981,1562000
2019-03-21,BBBY,13.05824566,13.90999985,13.56000042,4370100
2019-03-21,GME,2.637500048,2.682499886,2.587500095,12821200
2019-03-21,GOOGL,61.80649948,61.8219986,60.82899857,28150000
2019-03-21,TSLA,18.26799965,18.43000031,17.89666748,89206500
2019-03-22,AMC,14.11075878,15.48999977,15.03999996,1135900
2019-03-22,BBBY,12.86110401,13.89999962,13.60999966,3856300
2019-03-22,GME,2.612499952,2.664999962,2.609999895,13156000
2019-03-22,GOOGL,60.38249969,61.68149948,60.29999924,34422000
2019-03-22,TSLA,17.63533211,18.18666649,17.60000038,131184000
2019-03-25,AMC,14.33563042,15.60000038,15.01000023,1351700
2019-03-25,BBBY,13.02069473,14.14000034,13.60999966,5219700
2019-03-25,GME,2.535000086,2.622499943,2.517499924,17944800
2019-03-25,GOOGL,59.86899948,60.47200012,59.5,27576000
2019-03-25,TSLA,17.36133385,17.54533386,16.9640007,153225000
2019-03-26,AMC,13.99832058,15.56000042,14.69999981,1715200
2019-03-26,BBBY,15.88393402,18.09000015,16.55999947,56005800
2019-03-26,GME,2.587500095,2.609999895,2.522500038,14140400
2019-03-26,GOOGL,59.49200058,60.38249969,59.08800125,30752000
2019-03-26,TSLA,17.85133362,18.01733208,17.62866783,110263500
2019-03-27,AMC,13.90462399,15.06999969,14.57999992,1274400
2019-03-27,BBBY,16.11862564,17.35000038,16.32999992,14081500
2019-03-27,GME,2.57249999,2.63499999,2.5625,10424800
2019-03-27,GOOGL,58.90050125,59.59600067,58.21149826,29428000
2019-03-27,TSLA,18.3220005,18.3579998,17.87866783,131688000
2019-03-28,AMC,13.83903694,14.94999981,14.60999966,1250600
2019-03-28,BBBY,16.26882744,17.59000015,17.14999962,5865900
2019-03-28,GME,2.547499895,2.622499943,2.517499924,12489200
2019-03-28,GOOGL,58.61349869,58.86249924,58.17150116,22402000
2019-03-28,TSLA,18.57466698,18.6886673,18.34000015,101611500
2019-03-29,AMC,13.91399479,14.94999981,14.71000004,751100
2019-03-29,BBBY,15.94964695,17.5,16.94000053,5853900
2019-03-29,GME,2.539999962,2.589999914,2.537499905,11676000
2019-03-29,GOOGL,58.8445015,59.19850159,58.31900024,30890000
2019-03-29,TSLA,18.65733337,18.67733383,18.29999924,89869500
2019-04-01,AMC,14.04516888,15.14000034,14.84000015,1086600
2019-04-01,BBBY,15.87454605,17.36000061,16.64999962,6513300
2019-04-01,GME,2.592499971,2.605000019,2.50999999,17662800
2019-04-01,GOOGL,59.94900131,60.00999832,59.31800079,27706000
2019-04-01,TSLA,19.27866745,19.28000069,18.75200081,121656000
2019-04-02,AMC,13.84840488,15,14.61999989,1189600
2019-04-02,BBBY,15.88393402,17.12000084,16.75,4210900
2019-04-02,GME,2.525000095,2.602499962,2.522500038,34680800
2019-04-02,GOOGL,60.27700043,60.29050064,59.56200027,18288000
2019-04-02,TSLA,19.05866623,19.29599953,18.92533302,82183500
2019-04-03,AMC,13.68912029,14.92000008,14.52999973,1167300
2019-04-03,BBBY,15.87454605,17.17000008,16.77000046,3893700
2019-04-03,GME,2.407500029,2.507499933,2.204999924,106391600
2019-04-03,GOOGL,60.54050064,61.02999878,60.25400162,22180000
2019-04-03,TSLA,19.45400047,19.74466705,19.14466667,118791000
2019-04-04,AMC,14.06390953,15.02999973,14.63000011,1672700
2019-04-04,BBBY,16.51290703,17.63999939,16.88999939,6055600
2019-04-04,GME,2.507499933,2.515000105,2.412499905,31671200
2019-04-04,GOOGL,60.97249985,61.02750015,60.45199966,21022000
2019-04-04,TSLA,17.85199928,18.07999992,17.37266731,355810500
2019-04-05,AMC,14.03579998,15.11999989,14.81000042,987000
2019-04-05,BBBY,17.22636986,18.37000084,17.61000061,15433000
2019-04-05,GME,2.464999914,2.502500057,2.44749999,22974400
2019-04-05,GOOGL,60.57249832,61.01950073,60.50149918,20012000
2019-04-05,TSLA,18.3306675,18.40666771,17.74066734,195574500
2019-04-08,AMC,15.28196907,16.79999924,15.31999969,3619200
2019-04-08,BBBY,17.47983742,18.82999992,18.19000053,12002000
2019-04-08,GME,2.484999895,2.519999981,2.432499886,18204000
2019-04-08,GOOGL,60.41400146,60.69749832,60.23500061,21750000
2019-04-08,TSLA,18.21333313,18.74399948,18.02933311,156156000
2019-04-09,AMC,15.13205338,16.38999939,15.90999985,1157900
2019-04-09,BBBY,17.33902168,18.70999908,18.17000008,10130400
2019-04-09,GME,2.454999924,2.5,2.452500105,11914000
2019-04-09,GOOGL,60.1344986,60.35749817,59.91899872,19668000
2019-04-09,TSLA,18.15399933,18.33333206,17.97400093,88560000
2019-04-10,AMC,15.13205338,16.23999977,15.97000027,927800
2019-04-10,BBBY,18.22146225,19.56999969,18.63999939,24022200
2019-04-10,GME,2.492500067,2.502500057,2.470000029,11228800
2019-04-10,GOOGL,60.32249832,60.4469986,60.03300095,15510000
2019-04-10,TSLA,18.40399933,18.55866623,18.19266701,105919500
2019-04-11,AMC,15.10394573,16.31999969,16.01000023,924900
2019-04-11,BBBY,16.62555885,18.07999992,17.07999992,28328400
2019-04-11,GME,2.440000057,2.494999886,2.434999943,10180800
2019-04-11,GOOGL,60.47949982,60.63700104,60.22700119,16998000
2019-04-11,TSLA,17.89466667,18.03333282,17.70666695,147538500
2019-04-12,AMC,15.39440536,16.45999908,15.90999985,1468500
2019-04-12,BBBY,16.88841438,18.22999954,17.72999954,8545700
2019-04-12,GME,2.329999924,2.457499981,2.32249999,19114000
2019-04-12,GOOGL,61.13650131,61.15250015,60.66450119,24312000
2019-04-12,TSLA,17.84666634,18.12999916,17.78866768,101190000
2019-04-15,AMC,15.45999336,16.56999969,16.04999924,1790400
2019-04-15,BBBY,15.84638309,17.89999962,16.81999969,11827400
2019-04-15,GME,2.234999895,2.337500095,2.202500105,22109600
2019-04-15,GOOGL,61.32649994,61.46500015,60.72800064,23796000
2019-04-15,TSLA,17.75866699,17.92533302,17.24200058,150579000
2019-04-16,AMC,15.54432011,16.70000076,16.26000023,1679100
2019-04-16,BBBY,16.23127747,17.34000015,16.61000061,6184500
2019-04-16,GME,2.269999981,2.287499905,2.237499952,18880000
2019-04-16,GOOGL,61.59550095,61.79899979,61.2519989,22622000
2019-04-16,TSLA,18.22400093,18.33333206,17.64800072,109093500
2019-04-17,AMC,15.54432011,17.06999969,16.35000038,2051800
2019-04-17,BBBY,16.2218895,17.52000046,16.95000076,3983700
2019-04-17,GME,2.234999895,2.279999971,2.1875,15684400
2019-04-17,GOOGL,62.00699997,62.25500107,61.64500046,30366000
2019-04-17,TSLA,18.08200073,18.31933212,17.90266609,76897500
2019-04-18,AMC,15.03835583,16.57999992,15.93999958,1182700
2019-04-18,BBBY,16.34392929,17.60000038,17.06999969,4956200
2019-04-18,GME,2.192500114,2.257499933,2.184999943,15256800
2019-04-18,GOOGL,62.07350159,62.29700089,61.97050095,24750000
2019-04-18,TSLA,18.21733284,18.32266617,17.98333359,88144500
2019-04-22,AMC,14.29815197,15.94999981,15.18999958,2324200
2019-04-22,BBBY,15.69617844,17.53000069,16.38999939,6599300
2019-04-22,GME,2.162499905,2.204999924,2.132499933,25114800
2019-04-22,GOOGL,62.68799973,62.71699905,61.66849899,19084000
2019-04-22,TSLA,17.51666641,17.97866631,17.49866676,182206500
2019-04-23,AMC,14.28878117,15.31999969,14.86999989,1834500
2019-04-23,BBBY,15.63985538,16.79999924,16.40999985,4496800
2019-04-23,GME,2.222500086,2.242500067,2.160000086,17809200
2019-04-23,GOOGL,63.52949905,63.7215004,62.5984993,31868000
2019-04-23,TSLA,17.59333229,17.70666695,17.04999924,164158500
2019-04-24,AMC,14.46680546,15.56000042,15.07999992,1278100
2019-04-24,BBBY,15.82760811,16.89999962,16.5,2907300
2019-04-24,GME,2.252500057,2.265000105,2.222500086,16424400
2019-04-24,GOOGL,63.00249863,63.70000076,62.9905014,23396000
2019-04-24,TSLA,17.24399948,17.68799973,17.20000076,160912500
2019-04-25,AMC,14.33563042,15.53999996,15.06000042,1278800
2019-04-25,BBBY,15.79005718,16.97999954,16.47999954,2667100
2019-04-25,GME,2.237499952,2.25,2.180000067,10508000
2019-04-25,GOOGL,63.36700058,63.63999939,62.90000153,31344000
2019-04-25,TSLA,16.50866699,17.26666641,16.4046669,327741000
2019-04-26,AMC,14.42932701,15.64999962,15.31999969,1182000
2019-04-26,BBBY,15.77128029,16.96999931,16.39999962,3780500
2019-04-26,GME,2.222500086,2.257499933,2.220000029,9227200
2019-04-26,GOOGL,63.87099838,63.94549942,63.25,27228000
2019-04-26,TSLA,15.67599964,16.44533348,15.40866661,335410500
2019-04-29,AMC,14.52302456,15.96000004,15.27999973,2582900
2019-04-29,BBBY,15.80883408,17.04000092,16.77000046,2836000
2019-04-29,GME,2.190000057,2.224999905,2.17750001,10192400
2019-04-29,GOOGL,64.80999756,64.84850311,63.58549881,72368000
2019-04-29,TSLA,16.09799957,16.26533318,15.47799969,250717500
2019-04-30,AMC,14.20445442,15.43000031,14.88000011,1663700
2019-04-30,BBBY,15.68679047,17,16.69000053,4035400
2019-04-30,GME,2.162499905,2.212500095,2.162499905,12830800
2019-04-30,GOOGL,59.94800186,60.04899979,59.15000153,133178000
2019-04-30,TSLA,15.91266727,16.28066635,15.80000019,141969000
2019-05-01,AMC,13.78281879,15.30000019,14.69999981,1882800
2019-05-01,BBBY,15.301898,16.87000084,16.28000069,3466300
2019-05-01,GME,2.127500057,2.19749999,2.117500067,14155600
2019-05-01,GOOGL,58.66600037,59.96250153,58.58399963,74340000
2019-05-01,TSLA,15.600667,16,15.4333334,160566000
2019-05-02,AMC,13.77344704,14.80000019,14.32999992,1042900
2019-05-02,BBBY,15.20802212,16.37000084,15.92000008,4450100
2019-05-02,GME,2.192500114,2.207499981,2.127500057,12467600
